joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
-1.082035,-1.122329,-0.042829,0.190764,-0.120698,-0.081120,-0.071228,0.076847,0.520000,1.248720,1.277847,-0.688929,-0.792844,-0.469207,-0.435649,0.258850,-0.070855,-0.228695,0.153474,-0.238792,0.327226,0.208392,0.157899,0.017534,-0.209199,0.073890,0.078566,0.252191,-0.308261
-1.080732,-1.120765,-0.043501,0.190974,-0.120497,-0.081423,-0.071083,0.076629,0.520000,1.247141,1.276195,-0.688650,-0.793463,-0.468178,-0.434813,0.258306,-0.068455,-0.228400,0.153361,-0.239819,0.326655,0.209807,0.157617,0.014182,-0.208907,0.075202,0.078548,0.252076,-0.307483
-1.078897,-1.119005,-0.043931,0.190969,-0.120587,-0.081910,-0.070719,0.076707,0.520000,1.245970,1.275041,-0.688283,-0.793826,-0.467490,-0.434144,0.257729,-0.066527,-0.227979,0.153326,-0.241584,0.326673,0.211000,0.158259,0.013479,-0.209602,0.076881,0.078027,0.251730,-0.306133
-1.076797,-1.117147,-0.044240,0.190856,-0.120822,-0.082488,-0.070245,0.076933,0.520000,1.245004,1.274137,-0.687872,-0.794061,-0.466974,-0.433558,0.257136,-0.064833,-0.227496,0.153330,-0.243717,0.326985,0.212084,0.159363,0.014102,-0.210789,0.078743,0.077256,0.251268,-0.304496
-1.075011,-1.115601,-0.044287,0.191166,-0.120515,-0.082987,-0.069912,0.077136,0.520000,1.244427,1.273541,-0.687557,-0.794473,-0.467280,-0.433788,0.256365,-0.062692,-0.228718,0.154523,-0.245417,0.327928,0.211820,0.160021,0.014545,-0.211578,0.080345,0.078851,0.249609,-0.304435
-1.073494,-1.114392,-0.044204,0.191602,-0.120062,-0.083388,-0.069513,0.077460,0.520000,1.244069,1.273107,-0.687224,-0.794852,-0.467532,-0.433799,0.255594,-0.060688,-0.229502,0.155091,-0.247135,0.329001,0.211394,0.160525,0.014498,-0.212913,0.081673,0.079960,0.248117,-0.304478
-1.072512,-1.113861,-0.043861,0.192288,-0.119317,-0.083595,-0.068981,0.078024,0.520000,1.244150,1.272995,-0.686856,-0.795168,-0.467676,-0.433372,0.254822,-0.058954,-0.229409,0.154407,-0.248888,0.330333,0.210647,0.160719,0.013471,-0.215339,0.082455,0.080100,0.246960,-0.304731
-1.071734,-1.113100,-0.043633,0.192837,-0.118820,-0.083547,-0.068899,0.078074,0.520000,1.244482,1.272796,-0.686535,-0.795322,-0.467915,-0.433230,0.253711,-0.057279,-0.228954,0.154344,-0.250812,0.331618,0.210468,0.160268,0.016717,-0.216731,0.082566,0.080839,0.244983,-0.304446
-1.071058,-1.112225,-0.043463,0.193319,-0.118448,-0.083371,-0.069043,0.077866,0.520000,1.244942,1.272552,-0.686237,-0.795394,-0.468200,-0.433231,0.252431,-0.055633,-0.228318,0.154591,-0.252821,0.332878,0.210573,0.159494,0.022099,-0.217606,0.082342,0.081878,0.242598,-0.303892
-1.070624,-1.112170,-0.043741,0.192923,-0.118586,-0.083390,-0.068853,0.078256,0.520000,1.244775,1.272927,-0.686689,-0.795505,-0.468031,-0.433247,0.251103,-0.054422,-0.228310,0.154635,-0.254319,0.333003,0.210453,0.159327,0.023565,-0.217694,0.083766,0.080291,0.242739,-0.302586
